City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
630,Agartala,IN,84.22,mist,23.8364,91.275,Ginger Agartala
631,Cacoal,BR,75.06,scattered clouds,-11.4386,-61.4472,Hotel BR 364
633,High Level,CA,71.71,smoke,58.5169,-117.136,Days Inn by Wyndham High Level
634,Erenhot,CN,87.93,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
635,Oyotun,PE,70.57,clear sky,-6.8519,-79.3036,Hotel Campos
636,Denpasar,ID,82.06,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
637,Jasper,US,82.45,broken clouds,37.2001,-94.3502,Guest House Motel
638,Anshun,CN,77.94,clear sky,26.25,105.9333,安顺麦吉风格酒店
639,Ribas Do Rio Pardo,BR,70.14,few clouds,-20.4431,-53.7592,Pousada Avenida
641,Oranjestad,AW,80.55,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
642,Axim,GH,75.49,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
643,Alugan,PH,84.65,moderate rain,12.2188,125.4808,JM Lodge
645,Jodhpur,IN,82.0,overcast clouds,26.2867,73.03,"Umaid Bhawan Palace, Jodhpur"
648,Marzuq,YE,78.73,broken clouds,14.4,46.4667,
649,Puqi,CN,89.13,few clouds,29.7167,113.8833,Ramada Plaza Chibi
653,Nhulunbuy,AU,83.01,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
655,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
657,Vieux Fort,LC,79.92,few clouds,13.7167,-60.95,Cedar Palm Villa
659,Pemangkat,ID,83.34,scattered clouds,1.1667,108.9667,Ramah Kost KITA
662,Burhar,IN,82.45,overcast clouds,23.2167,81.5333,REPL Camp
663,Cintalapa,MX,70.54,overcast clouds,16.6951,-93.7272,Casa Blanca Hotel Hacienda
664,Baisha,CN,88.9,overcast clouds,26.5222,110.9311,Xiangcun Old Place Hotel
666,Koungheul,SN,77.65,broken clouds,13.9833,-14.8,Statation petrodis
669,Adrar,MR,89.91,broken clouds,20.5022,-10.0711,
